City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
243,Auki,SB,-8.7676,160.7034,86.07,86.07,67,36,4.45,scattered clouds,2021-01-17 23:58:57
244,Nelson Bay,AU,-32.7167,152.15,73.99,71.6,73,75,6.91,broken clouds,2021-01-17 23:58:58
245,Mahon,ES,39.8885,4.2658,48.2,48.2,71,20,19.57,few clouds,2021-01-17 23:58:58
246,Thompson,CA,55.7435,-97.8558,-9.4,-9.4,77,75,4.61,broken clouds,2021-01-17 23:58:23
247,Dunedin,NZ,-45.8742,170.5036,63.0,61.0,62,81,3.0,broken clouds,2021-01-17 23:58:58
248,Atikokan,CA,48.7555,-91.6216,18.07,18.07,97,99,3.29,overcast clouds,2021-01-17 23:58:58
249,Conchagua,SV,13.3078,-87.8647,91.4,86.0,58,20,5.75,few clouds,2021-01-17 23:58:58
250,Harrison,US,30.4091,-89.0436,55.4,50.0,44,1,4.61,clear sky,2021-01-17 23:58:58
251,Barra Patuca,HN,15.8,-84.2833,76.98,76.98,82,100,7.7,overcast clouds,2021-01-17 23:58:58
252,Tairua,NZ,-37.0167,175.85,73.99,73.99,51,18,17.0,few clouds,2021-01-17 23:58:58
253,Marinette,US,45.1,-87.6307,30.2,30.2,69,90,4.61,overcast clouds,2021-01-17 23:55:40
254,Dores Do Indaia,BR,-19.4633,-45.6017,69.04,69.04,92,100,3.47,light rain,2021-01-17 23:58:59
255,Naron,ES,43.5167,-8.1528,54.0,51.8,100,75,1.14,light intensity drizzle,2021-01-17 23:58:59
256,Minot,US,48.2325,-101.2963,28.4,25.0,69,1,4.61,clear sky,2021-01-17 23:58:59
257,Beloha,MG,-25.1667,45.05,76.08,76.08,88,85,3.83,overcast clouds,2021-01-17 23:58:59
258,Qingyuan,CN,23.7,113.0333,46.4,46.4,49,0,6.71,clear sky,2021-01-17 23:58:59
259,Gazojak,TM,41.1875,61.4036,41.22,41.22,65,100,7.25,overcast clouds,2021-01-17 23:58:59
260,Moerai,PF,-22.4333,-151.3333,81.18,81.18,69,23,7.58,few clouds,2021-01-17 23:58:59
261,Lake City,US,30.1897,-82.6393,50.0,48.2,57,1,10.36,clear sky,2021-01-17 23:58:59
262,Pangody,RU,65.85,74.4859,-13.81,-13.81,89,100,12.91,overcast clouds,2021-01-17 23:58:59
263,San Quintin,MX,30.4833,-115.95,70.92,70.92,33,0,6.02,clear sky,2021-01-17 23:58:39
264,Ambilobe,MG,-13.2,49.05,74.64,74.64,92,69,0.63,broken clouds,2021-01-17 23:59:00
265,Ngama,TD,11.7833,17.1667,69.87,69.87,20,66,10.27,broken clouds,2021-01-17 23:55:21
266,Waingapu,ID,-9.6567,120.2641,80.51,80.51,75,100,2.77,overcast clouds,2021-01-17 23:59:00
267,Livingstone,ZM,-17.8419,25.8543,69.53,69.53,94,100,3.53,overcast clouds,2021-01-17 23:59:00
268,Meulaboh,ID,4.1363,96.1285,75.99,75.99,84,98,4.14,overcast clouds,2021-01-17 23:59:00
269,Burnie,AU,-41.0667,145.9167,60.21,60.21,66,79,15.68,broken clouds,2021-01-17 23:59:00
270,Sobolevo,RU,54.4299,31.8996,-8.23,-8.23,91,73,4.9,broken clouds,2021-01-17 23:59:00
271,Marzuq,YE,14.4,46.4667,57.96,57.96,51,53,1.74,broken clouds,2021-01-17 23:59:00
272,Hasaki,JP,35.7333,140.8333,37.4,36.0,75,75,10.36,broken clouds,2021-01-17 23:59:01
273,Manoel Urbano,BR,-8.8389,-69.2597,76.84,76.84,90,19,2.42,few clouds,2021-01-17 23:59:01
274,Sioux Lookout,CA,50.1001,-91.917,15.8,15.8,86,90,2.3,light snow,2021-01-17 23:59:01
275,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,60.8,94,75,25.84,light rain,2021-01-17 23:59:01
276,Evensk,RU,61.95,159.2333,-0.49,-0.49,79,97,21.25,overcast clouds,2021-01-17 23:59:01
277,Deputatskiy,RU,69.3,139.9,-35.75,-35.75,85,97,1.16,overcast clouds,2021-01-17 23:59:01
278,Ifanadiana,MG,-21.3,47.6333,71.98,71.98,93,71,1.3,broken clouds,2021-01-17 23:59:01
279,Kruisfontein,ZA,-34.0033,24.7314,68.0,68.0,77,67,1.99,broken clouds,2021-01-17 23:59:02
280,Jining,CN,35.405,116.5814,32.0,32.0,1,0,3.38,clear sky,2021-01-17 23:59:02
281,Alibag,IN,18.6411,72.8792,75.2,75.2,69,20,5.75,haze,2021-01-17 23:59:02
282,Santa Cruz,BO,-17.8,-63.1667,69.8,69.8,83,90,17.27,overcast clouds,2021-01-17 23:57:21
283,San Diego,US,32.7153,-117.1573,80.6,69.01,13,1,5.75,clear sky,2021-01-17 23:54:31
284,Olafsvik,IS,64.8945,-23.7142,36.21,36.21,93,99,4.03,overcast clouds,2021-01-17 23:59:02
285,Porbandar,IN,21.6422,69.6093,63.41,63.41,59,0,6.8,clear sky,2021-01-17 23:56:16
286,Yulara,AU,-25.2406,130.9889,77.0,77.0,19,0,16.11,clear sky,2021-01-17 23:59:03
287,Cabrobo,BR,-8.5142,-39.31,81.27,81.27,49,100,16.69,overcast clouds,2021-01-17 23:59:03
288,Gamboula,CF,4.1178,15.1393,68.58,68.58,60,47,2.21,scattered clouds,2021-01-17 23:59:03
289,Rundu,NA,-17.9333,19.7667,67.24,67.24,91,100,2.86,overcast clouds,2021-01-17 23:59:03
290,Nara,JP,34.6851,135.8049,37.99,33.01,64,20,5.75,few clouds,2021-01-17 23:59:03
291,Paamiut,GL,61.994,-49.6678,27.3,27.3,92,100,8.77,overcast clouds,2021-01-17 23:59:03
292,Madimba,TZ,-10.4,40.3333,78.87,78.87,87,66,9.53,broken clouds,2021-01-17 23:59:03
293,Kargasok,RU,59.0556,80.8572,12.81,12.81,95,100,11.52,overcast clouds,2021-01-17 23:59:03
294,Tigil,RU,57.8,158.6667,21.51,21.51,92,100,18.57,overcast clouds,2021-01-17 23:59:04
295,Inhambane,MZ,-23.865,35.3833,78.21,78.21,87,100,3.58,moderate rain,2021-01-17 23:59:04
296,Selikhino,RU,50.3672,137.4996,-8.5,-8.5,89,100,1.63,overcast clouds,2021-01-17 23:59:04
297,Lorengau,PG,-2.0226,147.2712,85.5,85.5,71,85,16.42,overcast clouds,2021-01-17 23:59:04
298,Svetlaya,RU,46.5389,138.3297,4.14,4.14,79,63,6.35,broken clouds,2021-01-17 23:59:04
299,Gao,ML,16.6362,1.637,68.25,68.25,22,72,13.56,broken clouds,2021-01-17 23:59:04
300,Awbari,LY,26.5921,12.7805,41.58,41.58,66,0,3.83,clear sky,2021-01-17 23:59:04
301,Parabel,RU,58.6978,81.4825,13.51,13.51,96,100,11.97,overcast clouds,2021-01-17 23:59:04
302,Lagoa,PT,39.05,-27.9833,62.08,62.08,83,50,20.6,scattered clouds,2021-01-17 23:59:05
303,Kashi,CN,39.4547,75.9797,17.6,17.6,79,48,4.47,scattered clouds,2021-01-17 23:59:05
304,Muncar,ID,-8.4333,114.3333,78.28,78.28,81,100,1.88,overcast clouds,2021-01-17 23:59:05
305,Portland,US,45.5234,-122.6762,52.0,46.99,76,75,1.25,broken clouds,2021-01-17 23:56:44
306,Manzanillo,CU,20.3433,-77.1167,75.07,75.07,78,100,5.41,overcast clouds,2021-01-17 23:59:05
307,Coquimbo,CL,-29.9533,-71.3436,62.6,62.6,77,20,12.66,few clouds,2021-01-17 23:59:05
308,Bahar,IR,34.9072,48.4414,34.23,34.23,88,38,10.33,scattered clouds,2021-01-17 23:59:05
309,Vardo,NO,70.3705,31.1107,33.8,33.8,86,20,25.32,light snow,2021-01-17 23:59:05
310,Ilulissat,GL,69.2167,-51.1,21.2,21.2,79,75,13.8,broken clouds,2021-01-17 23:59:05
311,Izumo,JP,35.3667,132.7667,32.0,32.0,100,75,10.36,light snow,2021-01-17 23:54:12
312,Goksun,TR,38.021,36.4973,44.6,44.6,81,75,4.61,broken clouds,2021-01-17 23:59:06
313,Sao Filipe,CV,14.8961,-24.4956,72.43,72.43,73,0,6.58,clear sky,2021-01-17 23:59:06
314,Miraflores,MX,19.2167,-98.8083,59.0,53.6,71,75,11.5,broken clouds,2021-01-17 23:59:06
315,Port Hawkesbury,CA,45.6169,-61.3485,39.0,37.4,75,75,14.97,broken clouds,2021-01-17 23:59:06
316,Bonnyville,CA,54.2668,-110.735,32.0,24.8,93,90,2.3,light snow,2021-01-17 23:59:06
317,Rodopolis,GR,41.2578,22.9983,28.99,26.01,78,2,1.99,clear sky,2021-01-17 23:59:06
318,Jalu,LY,29.0331,21.5482,48.85,48.85,83,0,7.74,clear sky,2021-01-17 23:59:06
319,Ponta Do Sol,PT,32.6667,-17.1,55.99,46.99,59,66,1.99,broken clouds,2021-01-17 23:59:06
320,Souillac,MU,-20.5167,57.5167,78.8,78.8,83,40,11.5,scattered clouds,2021-01-17 23:59:07
321,Severodvinsk,RU,64.5635,39.8302,8.6,8.6,85,90,6.71,overcast clouds,2021-01-17 23:59:07
322,Kisangani,CD,0.5167,25.2,71.15,71.15,88,71,1.5,broken clouds,2021-01-17 23:59:07
323,Batemans Bay,AU,-35.7167,150.1833,73.0,72.0,68,0,1.99,clear sky,2021-01-17 23:59:07
324,Leningradskiy,RU,69.3833,178.4167,-26.09,-26.09,83,34,6.2,scattered clouds,2021-01-17 23:59:07
325,Nurobod,UZ,40.9056,69.8023,39.2,39.2,65,0,4.61,clear sky,2021-01-17 23:59:07
326,Altamira,BR,-3.2033,-52.2064,74.14,74.14,95,77,2.57,broken clouds,2021-01-17 23:59:07
327,Hambantota,LK,6.1241,81.1185,75.65,75.65,83,96,12.08,overcast clouds,2021-01-17 23:59:08
328,Paso De Carrasco,UY,-34.8603,-56.0522,69.01,66.99,68,75,16.11,broken clouds,2021-01-17 23:59:08
329,Halifax,CA,44.6453,-63.5724,39.2,37.0,81,97,29.93,overcast clouds,2021-01-17 23:56:37
330,Penzance,GB,50.1186,-5.5371,43.0,42.01,87,75,3.44,broken clouds,2021-01-17 23:57:21
331,Clyde River,CA,70.4692,-68.5914,6.8,6.8,92,90,26.46,snow,2021-01-17 23:59:08
332,Torbay,CA,47.6666,-52.7314,37.99,35.01,100,90,20.71,mist,2021-01-17 23:59:08
333,Goderich,CA,43.7501,-81.7165,33.8,33.8,80,100,4.61,overcast clouds,2021-01-17 23:59:08
334,Saint Anthony,US,45.0205,-93.218,21.99,19.0,86,90,3.44,overcast clouds,2021-01-17 23:59:08
335,San Carlos,VE,9.6612,-68.5827,76.41,76.41,64,51,4.79,broken clouds,2021-01-17 23:59:08
336,Katsuura,JP,35.1333,140.3,43.0,36.0,63,96,3.0,overcast clouds,2021-01-17 23:59:08
337,Abadan,IR,30.3392,48.3043,53.6,53.6,100,78,4.61,mist,2021-01-17 23:59:09
338,Nhulunbuy,AU,-12.2333,136.7667,82.4,82.4,89,75,6.91,light rain,2021-01-17 23:59:09
339,Cam Ranh,VN,11.9214,109.1591,73.4,73.4,64,40,25.32,scattered clouds,2021-01-17 23:59:09
340,Cayenne,GF,4.9333,-52.3333,80.6,80.6,83,40,8.05,scattered clouds,2021-01-17 23:55:07
341,Vao,NC,-22.6667,167.4833,77.88,77.88,80,68,13.06,broken clouds,2021-01-17 23:59:09
342,Narsaq,GL,60.9167,-46.05,21.2,21.2,68,75,7.38,broken clouds,2021-01-17 23:59:09
343,Mehamn,NO,71.0357,27.8492,33.37,33.37,94,100,12.53,light snow,2021-01-17 23:59:09
344,Airai,TL,-8.9266,125.4092,67.66,67.66,90,100,0.67,overcast clouds,2021-01-17 23:59:09
345,Codrington,AU,-38.2667,141.9667,59.9,59.9,74,99,14.83,overcast clouds,2021-01-17 23:59:10
346,Baculin,PH,7.4525,126.5842,76.8,76.8,84,100,9.19,overcast clouds,2021-01-17 23:59:10
347,Itarema,BR,-2.9248,-39.9167,80.15,80.15,77,93,12.75,overcast clouds,2021-01-17 23:59:10
348,Monduli,TZ,-3.3,36.45,64.4,64.4,82,20,4.79,few clouds,2021-01-17 23:59:10
349,La Ronge,CA,55.1001,-105.2842,3.2,3.2,85,100,5.75,light snow,2021-01-17 23:59:10
350,Saldanha,ZA,-33.0117,17.9442,66.2,66.2,72,0,5.75,clear sky,2021-01-17 23:59:10
351,Raymondville,US,26.4815,-97.7831,69.8,68.0,60,1,10.36,clear sky,2021-01-17 23:59:11
352,Buala,SB,-8.145,159.5921,84.04,84.04,75,53,9.75,light rain,2021-01-17 23:59:11
353,Mogadishu,SO,2.0371,45.3438,75.85,75.85,84,94,20.2,overcast clouds,2021-01-17 23:59:11
354,Arraial Do Cabo,BR,-22.9661,-42.0278,76.15,76.15,83,23,27.47,few clouds,2021-01-17 23:59:11
355,Ipixuna,BR,-1.7625,-48.8043,77.0,77.0,83,40,5.75,scattered clouds,2021-01-17 23:59:11
356,Mahenge,TZ,-8.6833,36.7167,65.32,65.32,100,72,2.42,broken clouds,2021-01-17 23:59:11
357,Asau,RO,46.4333,26.4,23.0,23.0,93,75,8.05,snow,2021-01-17 23:59:11
358,Kandrian,PG,-6.2167,149.55,86.74,86.74,64,40,4.23,scattered clouds,2021-01-17 23:59:12
359,Hervey Bay,AU,-25.2986,152.8535,82.99,80.6,74,90,3.44,overcast clouds,2021-01-17 23:59:12
360,Herzogenburg,AT,48.2905,15.7314,26.01,12.99,90,14,1.01,few clouds,2021-01-17 23:59:12
361,Laguna,US,38.421,-121.4238,70.0,68.0,43,1,1.5,clear sky,2021-01-17 23:59:12
362,Ouegoa,NC,-20.35,164.4333,85.84,85.84,70,85,8.08,light rain,2021-01-17 23:59:12
363,Fort Nelson,CA,58.8053,-122.7002,24.8,24.8,80,40,4.61,scattered clouds,2021-01-17 23:59:12
364,Shirokiy,RU,49.758,129.523,-20.61,-20.61,87,99,6.58,light snow,2021-01-17 23:59:12
365,Puerto Varas,CL,-41.3195,-72.9854,64.4,64.4,68,75,9.22,broken clouds,2021-01-17 23:59:12
366,Kharp,RU,66.8014,65.8081,-19.39,-19.39,82,100,8.05,overcast clouds,2021-01-17 23:59:13
367,Taoudenni,ML,22.6783,-3.9836,57.61,57.61,34,62,17.78,broken clouds,2021-01-17 23:59:13
368,Levelland,US,33.5873,-102.378,48.2,46.99,40,75,5.75,broken clouds,2021-01-17 23:59:13
369,Muriae,BR,-21.1306,-42.3664,70.88,70.88,83,38,2.46,scattered clouds,2021-01-17 23:59:13
370,Marrakesh,MA,31.6315,-8.0083,44.6,44.6,70,0,3.44,clear sky,2021-01-17 23:55:19
371,Scotts Valley,US,37.0511,-122.0147,72.0,66.0,45,0,3.83,clear sky,2021-01-17 23:57:56
372,Tolentino,IT,43.2126,13.2901,37.0,33.01,94,100,1.01,overcast clouds,2021-01-17 23:59:13
373,Castle Rock,US,39.3722,-104.8561,46.4,39.99,25,75,4.61,broken clouds,2021-01-17 23:59:13
374,Verkh-Usugli,RU,52.7,115.1667,-24.61,-24.61,80,0,1.7,clear sky,2021-01-17 23:59:14
375,Mitsamiouli,KM,-11.3847,43.2844,81.3,81.3,76,18,7.76,few clouds,2021-01-17 23:59:14
376,Cairns,AU,-16.9167,145.7667,78.8,78.01,89,90,3.44,heavy intensity rain,2021-01-17 23:59:14
377,Fauske,NO,67.2588,15.3918,21.0,18.0,82,69,4.74,broken clouds,2021-01-17 23:59:14
378,Arrifes,PT,37.7667,-25.7,61.0,60.8,88,40,20.71,scattered clouds,2021-01-17 23:59:14
379,Gerash,IR,27.6652,54.1371,50.77,50.77,52,0,3.47,clear sky,2021-01-17 23:59:14
380,Kizhinga,RU,51.8462,109.9097,-18.24,-18.24,84,97,2.26,overcast clouds,2021-01-17 23:59:14
381,Ures,MX,29.4333,-110.4,84.99,82.99,13,0,3.0,clear sky,2021-01-17 23:59:14
382,Elko,US,41.0002,-115.5012,51.8,51.8,37,1,11.5,clear sky,2021-01-17 23:59:15
383,Anito,PH,12.4497,125.2886,77.76,77.76,90,100,13.67,heavy intensity rain,2021-01-17 23:59:15
384,Zarubino,RU,42.63,131.0922,15.51,15.51,82,100,16.6,light snow,2021-01-17 23:59:15
385,Kushiro,JP,42.975,144.3747,12.2,12.2,92,20,6.91,few clouds,2021-01-17 23:59:15
386,Shache,CN,38.4167,77.2406,16.09,16.09,84,12,0.78,few clouds,2021-01-17 23:59:15
387,Veinticinco De Mayo,AR,-35.4323,-60.1727,69.01,69.01,64,0,7.83,clear sky,2021-01-17 23:59:15
388,Santa Lucia,ES,27.9117,-15.5407,60.8,57.99,72,20,9.22,few clouds,2021-01-17 23:59:15
389,Serebryansk,KZ,49.6925,83.2892,-9.4,-9.4,77,40,2.24,scattered clouds,2021-01-17 23:59:15
390,Manaus,BR,-3.1019,-60.025,84.2,82.4,79,20,2.3,few clouds,2021-01-17 23:59:16
391,Isla Vista,US,34.4133,-119.861,82.4,82.4,17,1,4.61,clear sky,2021-01-17 23:58:33
392,Batsfjord,NO,70.6345,29.7185,33.8,33.8,86,20,25.32,light snow,2021-01-17 23:59:16
393,Tikrit,IQ,34.6071,43.6782,54.57,54.57,57,55,10.11,broken clouds,2021-01-17 23:59:16
394,Guerrero Negro,MX,27.9769,-114.0611,73.44,73.44,27,0,9.28,clear sky,2021-01-17 23:59:16
395,Vestmannaeyjar,IS,63.4427,-20.2734,36.41,36.41,82,100,26.96,overcast clouds,2021-01-17 23:59:16
396,Bulgan,MN,48.8125,103.5347,6.6,6.6,83,97,0.89,overcast clouds,2021-01-17 23:54:30
397,Alappuzha,IN,9.49,76.3264,74.66,74.66,84,41,7.7,scattered clouds,2021-01-17 23:59:16
398,Komsomolskiy,UZ,40.4272,71.7189,35.6,35.6,55,90,6.91,overcast clouds,2021-01-17 23:59:17
399,Daura,NG,11.5538,11.4085,68.92,68.92,23,0,9.35,clear sky,2021-01-17 23:59:17
400,Partapur,IN,23.6,74.1667,68.2,68.2,54,0,1.28,clear sky,2021-01-17 23:59:17
401,Sabzevar,IR,36.2126,57.6819,43.48,43.48,57,33,6.4,scattered clouds,2021-01-17 23:59:17
402,Cartagena Del Chaira,CO,1.3349,-74.8429,78.15,78.15,66,44,3.69,scattered clouds,2021-01-17 23:55:21
403,Tshikapa,CD,-6.4167,20.8,71.24,71.24,91,100,2.95,light rain,2021-01-17 23:59:17
404,Taujica,HN,15.7,-85.9167,75.2,75.2,94,75,5.75,broken clouds,2021-01-17 23:59:17
405,Impfondo,CG,1.6381,18.0667,72.36,72.36,85,70,2.75,broken clouds,2021-01-17 23:59:17
406,Cabo San Lucas,MX,22.8909,-109.9124,78.8,72.0,31,1,8.05,clear sky,2021-01-17 23:56:22
407,Sembabule,UG,-0.0772,31.4567,63.12,63.12,77,84,1.39,broken clouds,2021-01-17 23:59:18
408,Taksimo,RU,56.3444,114.8794,-39.42,-39.42,66,3,0.65,clear sky,2021-01-17 23:59:18
409,La Peca,PE,-5.6111,-78.435,73.29,73.29,72,100,2.64,light rain,2021-01-17 23:59:18
410,Ginir,ET,7.1333,40.7,56.59,56.59,42,71,3.22,broken clouds,2021-01-17 23:59:18
411,Simoes,BR,-7.5989,-40.8178,77.34,77.34,48,70,5.48,broken clouds,2021-01-17 23:59:18
412,Koygorodok,RU,60.445,50.9968,-11.0,-11.0,89,54,4.32,broken clouds,2021-01-17 23:59:18
413,Junin,AR,-34.5838,-60.9433,64.99,64.99,23,0,7.27,clear sky,2021-01-17 23:57:16
414,Balkhash,KZ,46.844,74.9804,13.5,13.5,94,71,8.03,broken clouds,2021-01-17 23:59:18
415,Snyder,US,32.7179,-100.9176,51.8,51.8,35,1,5.75,clear sky,2021-01-17 23:59:19
416,Abong Mbang,CM,3.9833,13.1833,67.53,67.53,74,53,3.65,broken clouds,2021-01-17 23:59:19
417,Constantine,DZ,36.365,6.6147,42.8,42.8,56,0,1.14,clear sky,2021-01-17 23:59:19
418,Dukhovshchina,RU,55.1919,32.4111,-7.31,-7.31,91,4,2.35,clear sky,2021-01-17 23:59:19
419,Kholodnyy,RU,62.7167,147.95,-26.99,-26.99,80,100,5.66,overcast clouds,2021-01-17 23:59:19
420,Bestobe,KZ,52.4994,73.0975,10.44,10.44,93,28,11.68,scattered clouds,2021-01-17 23:59:19
421,Nalut,LY,30.3333,10.85,41.32,41.32,65,0,5.39,clear sky,2021-01-17 23:59:19
422,Mount Isa,AU,-20.7333,139.5,86.0,86.0,19,28,16.11,scattered clouds,2021-01-17 23:59:19
423,Pechenga,RU,69.5259,31.1703,30.2,30.2,86,0,19.57,light snow,2021-01-17 23:59:20
424,Padang,ID,-0.9492,100.3543,73.4,73.4,100,40,2.3,scattered clouds,2021-01-17 23:59:20
425,Bukachacha,RU,52.9833,116.9167,-25.42,-25.42,79,0,1.86,clear sky,2021-01-17 23:59:20
426,Shingu,JP,33.7333,135.9833,37.4,37.4,60,40,11.5,scattered clouds,2021-01-17 23:59:20
427,Plettenberg Bay,ZA,-34.0527,23.3716,64.65,64.65,88,19,7.0,few clouds,2021-01-17 23:59:20
428,Davila,PH,18.4726,120.5763,73.4,73.4,73,20,17.27,few clouds,2021-01-17 23:59:20
429,Harper,LR,4.375,-7.7169,78.67,78.67,82,0,7.61,clear sky,2021-01-17 23:59:20
430,Bonavista,CA,48.6499,-53.1147,37.0,35.6,100,100,8.05,moderate rain,2021-01-17 23:59:20
431,Matagami,CA,49.7502,-77.6328,10.4,10.4,85,90,18.41,light snow,2021-01-17 23:59:21
432,Shenzhen,CN,22.5455,114.0683,54.0,46.0,57,75,9.08,broken clouds,2021-01-17 23:59:21
433,Vostok,RU,46.4856,135.8833,-8.5,-8.5,86,42,2.89,scattered clouds,2021-01-17 23:59:21
434,Bilma,NE,18.6853,12.9164,61.25,61.25,28,99,16.24,overcast clouds,2021-01-17 23:59:21
435,Rawson,AR,-43.3002,-65.1023,69.93,69.93,48,1,11.83,clear sky,2021-01-17 23:59:21
436,Inuvik,CA,68.3499,-133.7218,-5.8,-7.6,84,81,1.14,broken clouds,2021-01-17 23:59:21
437,Guangyuan,CN,32.442,105.823,24.01,19.0,85,0,1.14,clear sky,2021-01-17 23:58:09
438,Pisco,PE,-13.7,-76.2167,71.6,66.99,78,0,23.02,clear sky,2021-01-17 23:59:21
439,Wawa,NG,9.9022,4.4192,75.42,75.42,19,17,6.71,few clouds,2021-01-17 23:59:21
440,Dickinson,US,29.4608,-95.0513,64.4,57.0,22,1,6.91,clear sky,2021-01-17 23:59:22
441,Ostrovnoy,RU,68.0531,39.5131,16.74,16.74,95,99,17.34,light snow,2021-01-17 23:59:22
442,Rio Gallegos,AR,-51.6226,-69.2181,68.0,68.0,49,20,31.07,few clouds,2021-01-17 23:59:22
443,Storforshei,NO,66.4043,14.5233,10.99,10.99,82,4,3.0,clear sky,2021-01-17 23:59:22
444,Ippy,CF,6.2679,21.2247,71.8,71.8,26,40,4.45,scattered clouds,2021-01-17 23:59:22
445,Kabo,CF,7.6994,18.629,73.65,73.65,21,16,4.92,few clouds,2021-01-17 23:59:22
446,Koungou,YT,-12.7336,45.2042,78.8,78.8,89,0,6.91,clear sky,2021-01-17 23:59:22
447,Chokurdakh,RU,70.6333,147.9167,-27.0,-27.0,85,100,6.93,overcast clouds,2021-01-17 23:59:23
448,Boddam,GB,57.4667,-1.7833,41.0,41.0,87,40,12.66,light rain,2021-01-17 23:59:23
449,Kyra,RU,49.5776,111.9753,-17.09,-17.09,83,47,0.72,scattered clouds,2021-01-17 23:59:23
450,Dafeng,CN,23.4517,108.5881,43.7,43.7,62,90,3.89,overcast clouds,2021-01-17 23:59:23
451,Valdivia,CL,-39.8142,-73.2459,75.2,75.2,50,0,8.05,clear sky,2021-01-17 23:59:23
452,Saint-Pierre,RE,-21.3393,55.4781,77.0,66.0,73,0,8.05,clear sky,2021-01-17 23:59:23
453,Katherine,AU,-14.4667,132.2667,84.2,84.2,61,75,14.97,broken clouds,2021-01-17 23:59:24
454,Karpogory,RU,64.0019,44.4451,1.13,1.13,94,100,3.2,overcast clouds,2021-01-17 23:59:24
455,Tyrma,RU,50.0833,132.1667,-10.73,-10.73,88,99,1.19,overcast clouds,2021-01-17 23:59:24
456,Urgut,UZ,39.4022,67.2431,48.2,48.2,31,100,6.91,overcast clouds,2021-01-17 23:59:24
457,Richards Bay,ZA,-28.783,32.0377,70.7,70.7,89,62,6.76,broken clouds,2021-01-17 23:58:16
458,Saint-Paul,RE,-21.0096,55.2707,78.8,66.0,69,0,13.8,clear sky,2021-01-17 23:58:06
459,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,66.81,66.81,67,70,9.51,broken clouds,2021-01-17 23:59:24
460,Kerchevskiy,RU,59.946,56.2884,-17.99,-17.99,88,14,3.0,few clouds,2021-01-17 23:59:24
461,Terrace,CA,54.5163,-128.6035,41.0,41.0,93,75,16.11,light rain,2021-01-17 23:59:25
462,Gorontalo,ID,0.5412,123.0595,77.05,77.05,81,100,1.88,overcast clouds,2021-01-17 23:59:25
463,Kysyl-Syr,RU,63.8986,122.7617,-39.59,-39.59,80,100,3.04,overcast clouds,2021-01-17 23:59:25
464,Aswan,EG,24.0934,32.907,54.97,54.97,43,0,6.33,clear sky,2021-01-17 23:59:25
465,North Bend,US,43.4065,-124.2243,55.0,51.8,87,1,14.97,clear sky,2021-01-17 23:54:50
466,Maniitsoq,GL,65.4167,-52.9,18.81,18.81,94,100,7.0,overcast clouds,2021-01-17 23:59:25
467,Chernyshevskiy,RU,63.0128,112.4714,-40.22,-40.22,82,100,3.42,overcast clouds,2021-01-17 23:59:25
468,Grindavik,IS,63.8424,-22.4338,32.0,32.0,100,90,18.41,light snow,2021-01-17 23:59:25
469,Itainopolis,BR,-7.4469,-41.4783,80.62,80.62,48,66,3.8,broken clouds,2021-01-17 23:59:26
470,Nagato,JP,34.3833,131.2,37.4,32.0,86,75,2.3,light snow,2021-01-17 23:59:26
471,Kushmurun,KZ,52.4503,64.6311,-3.24,-3.24,90,0,6.82,clear sky,2021-01-17 23:59:26
472,Abatskoye,RU,56.2875,70.4555,4.91,4.91,93,100,14.97,overcast clouds,2021-01-17 23:59:26
473,Pascagoula,US,30.3658,-88.5561,53.6,46.99,54,1,3.44,clear sky,2021-01-17 23:58:47
474,Yichang,CN,30.7144,111.2847,38.39,38.39,74,0,4.56,clear sky,2021-01-17 23:59:26
475,Hofn,IS,64.2539,-15.2082,39.15,39.15,71,100,11.27,overcast clouds,2021-01-17 23:59:26
476,Havelock,US,34.8791,-76.9013,48.0,39.99,70,1,5.75,clear sky,2021-01-17 23:59:27
477,Khasan,RU,42.4308,130.6434,14.92,14.92,83,100,12.44,overcast clouds,2021-01-17 23:59:27
478,Fenyi,CN,27.8112,114.6681,37.6,37.6,73,0,1.66,clear sky,2021-01-17 23:59:27
479,Watsa,CD,3.0372,29.5355,64.33,64.33,39,74,2.26,broken clouds,2021-01-17 23:56:27
480,Mende,FR,44.6667,3.5,23.52,23.52,99,67,7.87,broken clouds,2021-01-17 23:59:27
481,Nikolayevskaya,RU,47.6139,41.5023,18.52,18.52,97,100,15.23,snow,2021-01-17 23:59:27
482,Colac,AU,-38.3333,143.5833,61.0,53.01,95,78,10.8,broken clouds,2021-01-17 23:59:27
483,Namatanai,PG,-3.6667,152.4333,85.17,85.17,68,65,12.71,broken clouds,2021-01-17 23:59:28
484,Ixtapa,MX,20.7,-105.2,72.0,71.6,78,1,4.61,clear sky,2021-01-17 23:59:28
485,Asyut,EG,27.181,31.1837,51.8,51.8,54,0,11.5,clear sky,2021-01-17 23:59:28
486,Esfarayen,IR,37.0765,57.5101,35.6,35.6,55,0,2.26,clear sky,2021-01-17 23:59:28
487,Ampanihy,MG,-24.7,44.75,74.71,74.71,84,98,4.03,overcast clouds,2021-01-17 23:59:28
488,Thinadhoo,MV,0.5333,72.9333,81.34,81.34,70,31,6.76,scattered clouds,2021-01-17 23:59:28
